workCode;orcid_id;org_first_name;org_last_name;input_date;title;subtitle;type;journal_title;publication_year;publication_date;doi;url;contributors;language_code;country;short_description;source;raw_bib;other_citation
213177222;0000-0002-3707-9475;Agnieszka;Althaber;2026-04-29;Independent or Joint? How Relative Income and Wealth Relate to Couples' Money Management in Eastern and Western Germany;;journal-article;Journal of Marriage and Family;2026;2026-04-28;10.1111/jomf.70075;https://doi.org/10.1111/jomf.70075;[{'name': 'Agnieszka Althaber', 'orcid': None, 'role': 'author', 'sequence': None}, {'name': 'Nicole Kapelle', 'orcid': None, 'role': 'author', 'sequence': None}, {'name': 'Kathrin Leuze', 'orcid': None, 'role': 'author', 'sequence': None}];;;;Crossref;;
